日期,Open,Close,High,Low,Volume,成交额,振幅,涨跌幅,涨跌额,换手率
2024-07-12,0.442,0.442,0.444,0.438,957117,42184179.3,1.35,-0.23,-0.001,0.74
2024-07-15,0.441,0.441,0.443,0.438,713887,31441608.797,1.13,-0.23,-0.001,0.55
2024-07-16,0.44,0.451,0.451,0.439,1632478,72926867.655,2.72,2.27,0.01,1.27
2024-07-17,0.45,0.45,0.452,0.447,586951,26410447.024,1.11,-0.22,-0.001,0.46
2024-07-18,0.448,0.455,0.456,0.444,1200484,53929459.659,2.67,1.11,0.005,0.93
2024-07-19,0.452,0.461,0.463,0.452,1294099,59399429.63,2.42,1.32,0.006,1.0
2024-07-22,0.461,0.461,0.464,0.458,820796,37871764.813,1.3,0.0,0.0,0.64
2024-07-23,0.461,0.446,0.461,0.445,1028681,46496920.309,3.47,-3.25,-0.015,0.8
2024-07-24,0.445,0.44,0.449,0.439,942271,41768361.231,2.24,-1.35,-0.006,0.73
2024-07-25,0.439,0.439,0.443,0.437,734639,32281130.994,1.36,-0.23,-0.001,0.57
2024-07-26,0.44,0.443,0.445,0.437,672658,29703734.852,1.82,0.91,0.004,0.52
2024-07-29,0.442,0.436,0.443,0.434,792036,34628050.463,2.03,-1.58,-0.007,0.61
2024-07-30,0.435,0.433,0.435,0.43,719651,31100268.299,1.15,-0.69,-0.003,0.56
2024-07-31,0.433,0.45,0.45,0.431,1432962,63576697.321,4.39,3.93,0.017,1.11
2024-08-01,0.45,0.445,0.452,0.443,905194,40450393.856,2.0,-1.11,-0.005,0.7
2024-08-02,0.442,0.437,0.446,0.436,1108507,48855220.851,2.25,-1.8,-0.008,0.86
2024-08-05,0.436,0.429,0.44,0.428,1223611,52931566.853,2.75,-1.83,-0.008,0.95
2024-08-06,0.432,0.433,0.436,0.428,800896,34575967.339,1.86,0.93,0.004,0.62
2024-08-07,0.433,0.431,0.436,0.43,629695,27259270.217,1.39,-0.46,-0.002,0.49
2024-08-08,0.43,0.43,0.435,0.426,692076,29708948.823,2.09,-0.23,-0.001,0.54
2024-08-09,0.432,0.428,0.435,0.427,645487,27804572.831,1.86,-0.47,-0.002,0.5
2024-08-12,0.428,0.427,0.429,0.425,623696,26615494.712,0.93,-0.23,-0.001,0.48
2024-08-13,0.426,0.429,0.429,0.423,646352,27524959.181,1.41,0.47,0.002,0.5
2024-08-14,0.428,0.422,0.429,0.422,720110,30551925.542,1.63,-1.63,-0.007,0.56
2024-08-15,0.421,0.425,0.428,0.421,799063,33945118.696,1.66,0.71,0.003,0.62
2024-08-16,0.426,0.425,0.428,0.424,586304,24966890.346,0.94,0.0,0.0,0.45
2024-08-19,0.425,0.426,0.431,0.425,448509,19177865.59,1.41,0.24,0.001,0.35
