日期,Open,Close,High,Low,Volume,成交额,振幅,涨跌幅,涨跌额,换手率
2023-06-13,94.4,94.98,95.05,94.35,14664,147576790.0,0.74,0.4,0.383,0.58
2023-06-14,95.342,95.299,95.55,95.189,2621,26557238.0,0.38,0.34,0.319,0.1
2023-06-15,95.125,94.809,95.205,94.3,4665,47081437.0,0.95,-0.51,-0.49,0.18
2023-06-16,94.309,94.289,94.65,94.16,5258,52791565.0,0.52,-0.55,-0.52,0.21
2023-06-19,94.226,94.3,94.448,94.226,1077,10803103.0,0.24,0.01,0.011,0.04
2023-06-20,94.294,94.3,94.38,94.254,201,2014565.0,0.13,0.0,0.0,0.01
2023-06-21,94.35,94.631,94.649,94.305,1988,19983058.0,0.36,0.35,0.331,0.08
2023-06-26,94.64,94.731,94.731,94.606,857,8623225.0,0.13,0.11,0.1,0.03
2023-06-27,94.732,94.699,94.828,94.62,1531,15406827.0,0.22,-0.03,-0.032,0.06
2023-06-28,94.794,94.727,94.795,94.66,705,7101812.0,0.14,0.03,0.028,0.03
2023-06-29,94.73,94.82,94.82,94.718,533,5371364.0,0.11,0.1,0.093,0.02
2023-06-30,94.95,95.174,95.184,94.95,2873,29040895.0,0.25,0.37,0.354,0.11
2023-07-03,95.177,95.155,95.274,95.115,1503,15207487.0,0.17,-0.02,-0.019,0.06
2023-07-04,95.13,95.138,95.237,95.055,2039,20621979.0,0.19,-0.02,-0.017,0.08
2023-07-05,95.141,95.227,95.229,95.07,1480,14960517.0,0.17,0.09,0.089,0.06
2023-07-06,95.24,95.222,95.327,95.152,1869,18918741.0,0.18,-0.01,-0.005,0.07
2023-07-07,95.123,95.236,95.3,95.123,2009,20332863.0,0.19,0.01,0.014,0.08
2023-07-10,95.236,95.279,95.299,95.135,1943,19664429.0,0.17,0.05,0.043,0.08
2023-07-11,95.315,95.369,95.379,95.315,2064,20920897.0,0.07,0.09,0.09,0.08
2023-07-12,95.409,95.422,95.45,95.351,1871,18967033.0,0.1,0.06,0.053,0.07
2023-07-13,95.422,95.429,95.44,95.37,2037,20652313.0,0.07,0.01,0.007,0.08
2023-07-14,95.39,95.358,95.4,95.297,1787,18110559.0,0.11,-0.07,-0.071,0.07
2023-07-17,95.306,95.44,95.483,95.306,979,9923281.0,0.19,0.09,0.082,0.04
2023-07-18,95.49,95.613,95.62,95.49,2083,21156483.0,0.14,0.18,0.173,0.08
2023-07-19,95.673,95.672,95.86,95.613,2362,24018834.0,0.26,0.06,0.059,0.09
2023-07-20,95.67,95.766,95.772,95.59,2208,22443600.0,0.19,0.1,0.094,0.09
2023-07-21,95.768,95.967,95.97,95.76,2884,29382672.0,0.22,0.21,0.201,0.11
2023-07-24,96.167,96.095,96.167,96.0,4396,44878995.0,0.17,0.13,0.128,0.17
2023-07-25,95.41,95.627,96.0,95.41,5872,59759628.0,0.61,-0.49,-0.468,0.23
2023-07-26,95.615,95.56,95.62,95.451,8536,86630165.0,0.18,-0.07,-0.067,0.34
2023-07-27,95.66,95.818,95.84,95.58,10323,104986655.0,0.27,0.27,0.258,0.41
2023-07-28,95.788,95.66,95.79,95.58,12439,126440566.0,0.22,-0.16,-0.158,0.49
2023-07-31,95.65,95.51,95.655,95.359,11790,119703260.0,0.31,-0.16,-0.15,0.47
2023-08-01,95.519,95.605,95.684,95.519,11893,120890873.0,0.17,0.1,0.095,0.47
2023-08-02,95.639,95.734,95.765,95.639,13330,135616616.0,0.13,0.13,0.129,0.53
2023-08-03,95.747,95.829,95.839,95.747,12143,123636495.0,0.1,0.1,0.095,0.48
2023-08-04,95.83,95.944,95.977,95.728,11777,119998924.0,0.26,0.12,0.115,0.47
2023-08-07,95.945,96.039,96.044,95.945,10621,108327575.0,0.1,0.1,0.095,0.42
2023-08-08,96.04,96.047,96.097,96.01,13665,139464589.0,0.09,0.01,0.008,0.54
2023-08-09,96.077,96.06,96.107,96.047,14672,149744300.0,0.06,0.01,0.013,0.58
2023-08-10,96.087,96.005,96.087,96.004,11994,122355459.0,0.09,-0.06,-0.055,0.47
2023-08-11,96.001,96.088,96.095,96.001,11151,113807925.0,0.1,0.09,0.083,0.44
2023-08-14,96.188,96.329,96.4,96.091,13037,133392999.0,0.32,0.25,0.241,0.52
2023-08-15,96.429,97.08,97.19,96.42,12829,132071247.0,0.8,0.78,0.751,0.51
2023-08-16,97.16,97.28,97.35,97.16,10786,111350237.0,0.2,0.21,0.2,0.43
2023-08-17,97.38,97.16,97.38,97.12,12076,124616231.0,0.27,-0.12,-0.12,0.48
2023-08-18,97.164,97.362,97.379,97.083,10776,111291537.0,0.3,0.21,0.202,0.43
2023-08-21,97.449,98.204,98.224,97.448,18821,195355356.0,0.8,0.86,0.842,0.74
2023-08-22,98.03,98.079,98.204,97.888,16703,173810301.0,0.32,-0.13,-0.125,0.66
2023-08-23,98.038,98.118,98.243,98.038,13599,141558884.0,0.21,0.04,0.039,0.54
2023-08-24,98.161,98.249,98.28,98.129,17103,178236078.0,0.15,0.13,0.131,0.68
2023-08-25,98.309,98.053,98.378,98.015,14517,151339313.0,0.37,-0.2,-0.196,0.57
2023-08-28,98.0,97.933,98.0,96.151,23276,241541134.0,1.89,-0.12,-0.12,0.92
2023-08-29,97.933,97.721,98.0,97.595,13376,138745846.0,0.41,-0.22,-0.212,0.53
2023-08-30,97.621,97.772,97.95,97.447,13858,143851901.0,0.51,0.05,0.051,0.55
2023-08-31,97.811,97.873,97.927,97.79,11775,122252533.0,0.14,0.1,0.101,0.47
2023-09-01,97.85,97.537,97.85,97.5,8908,92322201.0,0.36,-0.34,-0.336,0.35
2023-09-04,97.26,96.705,97.44,96.7,20085,206693107.0,0.76,-0.85,-0.832,0.79
2023-09-05,96.768,96.731,96.876,96.662,11113,114179041.0,0.22,0.03,0.026,0.44
2023-09-06,96.729,96.289,96.849,96.27,13334,136683622.0,0.6,-0.46,-0.442,0.53
2023-09-07,96.241,95.889,96.339,95.85,9390,95913946.0,0.51,-0.42,-0.4,0.37
2023-09-08,96.019,96.148,97.6,95.89,12779,130470574.0,1.78,0.27,0.259,0.51
